,Unnamed: 0,content,score,thumbsUpCount,Application,spam
82984,82984,tôi bấm vô hiệu ứng nó ko dùng đc gì cả,2,0,Instagram,clean
82986,82986,rất hay lun á,5,0,Instagram,clean
82987,82987,có mấy cái rất hay,5,0,Instagram,clean
82988,82988,tôi thấy nó rất thú vị,5,0,Instagram,clean
82989,82989,chụp anh đẹp,5,0,Instagram,clean
82990,82990,ko chụp được ảnh nặng máy đơ bực cả mình,1,0,Instagram,clean
82991,82991,chụp hình xêu đẹp luôn,5,0,Instagram,clean
82992,82992,tôi thấy ứng dụng rất hay và chụp hình rất chi là xinh mong nhà sản xuất tiếp tục làm ra nhiều fiter đẹp nx,5,3,Instagram,clean
82994,82994,ứng dụng này chụp hình rất đẹp mọi người thử tải và chụp hình ik đẹp lắm,5,0,Instagram,clean
82996,82996,thú vị và rát tuyệt vời lắm ạ,2,0,Instagram,clean
82998,82998,nó vui và thú vị,4,0,Instagram,clean
82999,82999,ứng dụng rất hayd tôi rất thích ứng dụng này,5,0,Instagram,clean
83000,83000,ko lấy ảnh đc,5,0,Instagram,clean
83002,83002,tôi thích ap này lắm,5,0,Instagram,clean
83005,83005,chụp ảnh đẹp ok,4,0,Instagram,clean
83006,83006,đậy lâu quá,2,0,Instagram,clean
83007,83007,đc rất là đc,5,0,Instagram,clean
83009,83009,bật thông báo rồi mà chẳng nhận được cái nào cả,1,0,Instagram,clean
83012,83012,ko dang nhap đuoc bo me cai instagram luon đi,1,0,Instagram,clean
83013,83013,hau qua minh co the chuc anh thoa thich va nhieu fitle dep,5,0,Instagram,clean
83014,83014,tôi rất thích nó nhưng tôi ko biết đặt hình nền,5,0,Instagram,clean
83015,83015,tu nhin cái nó mất lun cái nút tìn kiếm ko hỉu lun á,2,0,Instagram,clean
83017,83017,tất cả đều đc cập nhật mà mik chx đc,1,0,Instagram,clean
83020,83020,mạng lác,1,0,Instagram,clean
83022,83022,chẳng có sích cơ,1,0,Instagram,clean
83025,83025,cái này kím filter khó mà khó xài nx kím thì tàn người nc ngoài ko,3,0,Instagram,clean
83027,83027,chụp rất rất đẹp tôi rất thích instagram,5,0,Instagram,clean
83029,83029,đg chụp mà phát sáng chói ko chục đc,1,0,Instagram,clean
83030,83030,rất xuất sắc tôi rất hài lòng,5,0,Instagram,clean
83033,83033,cái này rat là vui,5,0,Instagram,clean
83034,83034,noá có rất nhiều ft hay nha,5,0,Instagram,clean
83036,83036,nó chụp ảnh đẹp,5,0,Instagram,clean
83037,83037,siêu nét đỉnh,4,0,Instagram,clean
83040,83040,rat la tuien,1,0,Instagram,clean
83042,83042,chụp khá đẹp và hay,5,0,Instagram,clean
83044,83044,sạo tại áp lnstagram ko được vậy,5,0,Instagram,clean
83045,83045,cho hoi nha sang tac tai sao bat dang nhap,1,0,Instagram,clean
83046,83046,sao lâu giờ đăg tin toàn bị mờ hết luon á,3,0,Instagram,clean
83048,83048,hay vì có blackpink,5,0,Instagram,clean
83049,83049,chụp hình rối đỉnh,5,0,Instagram,clean
83051,83051,mấy filter cũ mấy hớt lun,4,0,Instagram,clean
83052,83052,instagram có thẻ chụp ảnh siêu đẹp và nghe nhạc siêu hay luôn,5,1,Instagram,clean
83054,83054,ko hiểu sao mà nó kêu ko thể mở cam what,1,0,Instagram,clean
83055,83055,sao mất nút thêm ft rồi,3,0,Instagram,clean
83056,83056,mik ko đăng nhập đc,1,2,Instagram,clean
83057,83057,dùng cũng rất oki,3,0,Instagram,clean
83059,83059,sao lag dẫy,2,0,Instagram,clean
83060,83060,chài nghiệm rất tốt,5,0,Instagram,clean
83061,83061,game khùng đăng nhập ko được,1,0,Instagram,clean
83062,83062,dùng ko tiện lợi lắm,2,0,Instagram,clean
83063,83063,ứng dụng này rất tệ nha,1,0,Instagram,clean
83064,83064,tạm ổn có cái hơi lác,4,0,Instagram,clean
83068,83068,nó chụp ảnh rất đẹp còn xinh nhà sản xuất tốt bụng quá,5,0,Instagram,clean
83069,83069,hay lắm nha .,5,0,Instagram,clean
83071,83071,khá hay có nhìu fiter đẹp,5,0,Instagram,clean
83072,83072,ứng dụng hay bị lỗi nhiều,1,0,Instagram,clean
83074,83074,áp rất tốt nghen,5,0,Instagram,clean
83075,83075,ns chung là cx đc ko đến nỗi đau mn ơi,3,0,Instagram,clean
83076,83076,ứng dụng vui lắm,5,0,Instagram,clean
83077,83077,k tải dc lag,1,0,Instagram,clean
83079,83079,trên cả tuyệt vời với,4,0,Instagram,clean
83081,83081,chụp áp rất đẹp,5,0,Instagram,clean
83083,83083,nhìn hình đẹp,5,0,Instagram,clean
83085,83085,nhiều fiewter đẹp,5,0,Instagram,clean
83086,83086,ap này cũng hay nhưng có cái ap mik ko dùng được,3,0,Instagram,clean
83090,83090,ứng dụng rất tuyệt,5,0,Instagram,clean
83093,83093,k dùng được,1,0,Instagram,clean
83095,83095,chuyển thành tài khoản công việc ko đc lỗi nhiều càn khắc phục gấp,3,0,Instagram,clean
83097,83097,vô cùng vui luôn rất tốt,5,0,Instagram,clean
83098,83098,tôi không tài nào vào đc mong ng làm ra lnstagram chi hỏi tên tuổi thui,2,0,Instagram,clean
83102,83102,instagram sài rất đẹp,1,0,Instagram,clean
83103,83103,tôi ko thể chụp ảnh đc cái này nó chỉ quay video thôi,1,0,Instagram,clean
83105,83105,không có thông báo dù đã mở tất cả,3,0,Instagram,clean
83106,83106,tôi thấy ứng dụng nài rắc là tốt,5,0,Instagram,clean
83108,83108,nó giúp tôi đẹp và tự tin,5,0,Instagram,clean
83109,83109,tôi rất rất thik ứng dung này,5,0,Instagram,clean
83111,83111,bật tất cả thông báo nhưng không thông báo về điện thoại .,2,1,Instagram,clean
83112,83112,oki nên cho đăng str dài hơn 15 giây đi sài ig vui lắm,5,0,Instagram,clean
83113,83113,áp sài tốt giúp mình đẹp hơn áp rất tốt,5,0,Instagram,clean
83114,83114,chụp thì rất tốt nhưng quay video lại bị lỗi,2,0,Instagram,clean
83115,83115,rất nhiều fiu tơ đẹp và kết bạn được nhiều người,5,0,Instagram,clean
83117,83117,vào cứ hiện không tải được dữ liệu là sao .,1,0,Instagram,clean
83118,83118,mong ra nhiều ft màu đẹp hơn nx ạ,5,0,Instagram,clean
83121,83121,chụp hình đẹp lưu được hay,5,0,Instagram,clean
83125,83125,không nhận được thông báo mặc dù đã bật .,4,1,Instagram,clean
83127,83127,rất hay hoàn hảo tuyệt vời luôn đó nha các bạn,5,0,Instagram,clean
83132,83132,ko đăng nhập được vào tài khoản cũ thì ko thể loát được bảng tin,1,27,Instagram,clean
83133,83133,tui rất hài lòng chụp ảnh đẹp mà nó quay video hơi mờ nhé,5,0,Instagram,clean
83134,83134,sao mà đã đăng nhập vô rồi mà sao lại bị xâm phạm ròi đổi mk thì hok đc là sao .,1,0,Instagram,clean
83135,83135,hêt pin rât nhanh,4,0,Instagram,clean
83136,83136,hay lắm nhưng hay bị hack,5,0,Instagram,clean
83138,83138,chụp hình đẹp rất tốt nhưng cập nhật hơi lâu vs vài ft ko đẹp,5,1,Instagram,clean
83139,83139,bởi vì tui ko đc có ft x,1,1,Instagram,clean
83140,83140,up str dài nữa thì toẹt zời,5,0,Instagram,clean
83141,83141,thoi đc phet,5,0,Instagram,clean
83142,83142,ứng dụng này rất hay và ảnh đẹp mong nhà sản xuất ra nhiều ảnh đẹp hơn nha,5,0,Instagram,clean
83147,83147,làm ơn có thể thông báo đàng hoàng ko đã bật tất cả noti vẫn ko có thông báo,3,0,Instagram,clean
83150,83150,chụp ảnh được mà không lưu vào điện thoại được,1,0,Instagram,clean
83151,83151,ko đúng theo yêu cầu mong muốn,1,0,Instagram,clean
83153,83153,đệp và ok,5,0,Instagram,clean
83155,83155,ap này có play togerther luôn xịnh liền,5,0,Instagram,clean
83157,83157,ứng dụng xài tốt,5,0,Instagram,clean
83158,83158,intag chụp hình rất đẹp,5,0,Instagram,clean
83159,83159,tải về bấm vô văng ra,1,0,Instagram,clean
83160,83160,toàn áp đẹp,5,0,Instagram,clean
83163,83163,ap này hay quá,5,0,Instagram,clean
83164,83164,ko hay nhưng mời đăng ảnh lên thì nó nói ko đăng đc,5,0,Instagram,clean
83165,83165,nhà sản xuất làm ứng dụng quá hoàn hảo .,5,0,Instagram,clean
83166,83166,intagram giờ rất vui và rất tốt,5,0,Instagram,clean
83169,83169,chụp hình xinh nhưng ko đem fiter sang tik tok để quay nhạc chung đc hơi buồn,5,0,Instagram,clean
83170,83170,filter đẹp xuất sắc luôn,5,2,Instagram,clean
83171,83171,shao lâu lâu cái nó mất nút chèn filter,3,0,Instagram,clean
83173,83173,ứng dụng gì mà bật thông báo ròi mà khi người ta đăng bài lại hong có thông báo về máy,1,9,Instagram,clean
83179,83179,cũng đc mak,4,0,Instagram,clean
83181,83181,chụp ảnh đẹp siêu thích,5,2,Instagram,clean
83182,83182,chụp hình rồi không lưu được,2,2,Instagram,clean
83183,83183,ứng dụng chụp ảnh rất đẹp và rõ nét,5,0,Instagram,clean
83184,83184,đẹp đấy mn,5,0,Instagram,clean
83185,83185,dc nhưg mà đt đểu nên nhiều lúc lag chả muốn nói,5,0,Instagram,clean
83186,83186,ko đẹp nhưng mik thích là được,5,0,Instagram,clean
83190,83190,sài rất là ok,5,0,Instagram,clean
83193,83193,khá là xinh,5,0,Instagram,clean
83194,83194,tại sao từ chìu nay mik lại ko vô đc cứ lỗi hoài vậy,1,0,Instagram,clean
83196,83196,chất lương cao,5,0,Instagram,clean
83198,83198,không được chân thật cho lắm nhưng rất sáng tạo,5,0,Instagram,clean
83201,83201,nó ăn cắp nịk của tôi,1,0,Instagram,clean
83202,83202,sao bật tất cả thông báo mà nó vẫn không thông báo,2,0,Instagram,clean
83203,83203,qua xuât xắc,5,0,Instagram,clean
83204,83204,đôi khi bị mất phần âm nhạc thật khó chịu,3,0,Instagram,clean
83205,83205,bật thông báo mà không có cái thông báo nào về máy cả,1,2,Instagram,clean
83206,83206,tốt và chụp ảnh đẹp,1,0,Instagram,clean
83207,83207,ứng dụng tốt lắm nhưng tôi đã bật hết tất cả thông báo nhưng vẫn không thông báo vậy .,5,3,Instagram,clean
83208,83208,ko thể dùng đc quá nhiêu phiền phức,1,0,Instagram,clean
83209,83209,mình thấy cái áp này sử dụng rất là hiệu quả,5,3,Instagram,clean
83211,83211,chẳng hay tí nào còn ko chụp đc cơ,1,0,Instagram,clean
83212,83212,mong noti hoạt động hết công suất ạ,2,0,Instagram,clean
83214,83214,áp này chụp ảnh đẹp hơn tất cả các áp chụp ảnh khác,5,0,Instagram,clean
83216,83216,chụp đẹp thật nhưng có đều tìm ft mà ko thấy,1,1,Instagram,clean
83218,83218,ko bt chụp,5,1,Instagram,clean
83219,83219,thích filter trên này,5,0,Instagram,clean
83220,83220,ko đặg nhập đc fb thì chịu,1,3,Instagram,clean
83221,83221,quét mã qr không được không cập nhật avt được không đăng ảnh được rất mong nhà sản xuất xem xét lại ứng dụng không cập nhật thông báo khi bts đăng,1,36,Instagram,clean
83225,83225,ung dung nay rat vui,5,3,Instagram,clean
83226,83226,instagam lỗi rất nhiều không thể gửi tin nhắn và không có thông báo và rất hay lỗi vô cớ đăng nhập song thì lagkhông vào được nick nhập lại mật khẩu cũng ko được bảo là nhập sai mật khẩu,1,0,Instagram,clean
83228,83228,hơi lag mà đẹp,4,0,Instagram,clean
83229,83229,nó hơi đơ,4,0,Instagram,clean
83232,83232,cũng ổn nhưng còn nhiều thiếu sót,4,0,Instagram,clean
83235,83235,đỉnh của chóp .,5,0,Instagram,clean
83240,83240,nó cũng tuyệt đó,4,0,Instagram,clean
83241,83241,đăng nhập hoài ko được,1,0,Instagram,clean
83242,83242,umk cũng được,5,1,Instagram,clean
83244,83244,chụp đc mỗi một tấm đã tắt màn hình thấy nó đen xì à,5,1,Instagram,clean
83245,83245,sao mình không tải được các hiệu ứng âm thanh,1,0,Instagram,clean
83247,83247,tải vì bts,5,0,Instagram,clean
83250,83250,5 sao nhá chụp rất là đẹp tui thik cái nè,5,0,Instagram,clean
83251,83251,cực kì hay lun ý3,5,0,Instagram,clean
83252,83252,instagram rất hay mà có một cái fiu tơ bị lỗi,5,0,Instagram,clean
83256,83256,toi thay rat hay,5,4,Instagram,clean
83257,83257,bật thông báo mà vẫn không thấy thông báo gì cả .,4,0,Instagram,clean
83258,83258,rất sảng khoái,5,1,Instagram,clean
83261,83261,ứng dụng rất tốt mik sẽ chăm on instagram hơn vì vó mấy anh ck mik,5,1,Instagram,clean
83269,83269,hơi rắc rối,5,0,Instagram,clean
83272,83272,tôi thấy hay nhưng ứng dụng rất ít nên mong nhà sản xuất làm đẹp và nhiều,5,0,Instagram,clean
83273,83273,cập nhật kh đc hả,1,0,Instagram,clean
83275,83275,đếch có cái thông báo nào hết trơn,1,0,Instagram,clean
83276,83276,mê ins lắm,5,0,Instagram,clean
83278,83278,chụp rất đẹp mà có những cái tui kiếm quài ko ra,4,0,Instagram,clean
83284,83284,rất tốt luôn nè,5,0,Instagram,clean
83287,83287,bật thông báo lại không thấy thông báo dị .,3,4,Instagram,clean
83288,83288,quá là ok nhé,5,0,Instagram,clean
83289,83289,có vài ft ko xài đc,5,0,Instagram,clean
83291,83291,cai dat ko duoc,2,0,Instagram,clean
83294,83294,ok nhưng nhiều lúc hơi lác mong nhà sản xuất cân nhắc nên cho 4s,4,0,Instagram,clean
83296,83296,bị trôi hết filter nhưng khi tìm tên thì vẫn hiện filter còn lưu lúc tìm thì lại ko có,1,0,Instagram,clean
83298,83298,đỉnk lắm ạ3,5,0,Instagram,clean
83301,83301,ft xịn xò ảo ma luôn,5,0,Instagram,clean
83308,83308,hình ảnh rất đẹp tui rất thích,3,0,Instagram,clean
83310,83310,ko đc kho lam,1,0,Instagram,clean
83311,83311,mới tới về thì chèn thêm màu vào đc về sau thì chèn không đc,4,1,Instagram,clean
83317,83317,chụp cựa đẹp,5,0,Instagram,clean
83318,83318,khó đăng bài và sử dụng các mục trong trang .,1,0,Instagram,clean
83319,83319,đẹp ns chung là oke,5,0,Instagram,clean
83320,83320,ứng dụng bị lỗi,1,0,Instagram,clean
83323,83323,chụp rất là tốt,5,0,Instagram,clean
83325,83325,tôi thấy chục ảnh rất đẹp và sáng tạo,5,0,Instagram,clean
83326,83326,sài mấy fl hơi ảo,5,0,Instagram,clean
83327,83327,có mason mount,5,0,Instagram,clean
83328,83328,fiter ảo và đẹp quá,5,0,Instagram,clean
83332,83332,chẵng mở được nó cứ bắt nhập tài khoản,1,0,Instagram,clean
83334,83334,áp đẹp rê,5,0,Instagram,clean
83335,83335,chụp hình đẹp lắm á,5,0,Instagram,clean
83337,83337,filter xink lém,5,0,Instagram,clean
83339,83339,ứng dụng tốt lắm lun,5,0,Instagram,clean
83343,83343,nó cứ bị lỗi mặc dù đã soá đi tại lại,2,0,Instagram,clean
83345,83345,no rât kem,3,0,Instagram,clean
83346,83346,cái nài rất hay lắm,5,0,Instagram,clean
83347,83347,không có filter gì cả,1,0,Instagram,clean
83348,83348,chụp rất đẹp nhưng nó ko được đẹp cho lắm nhỉ,5,0,Instagram,clean
83349,83349,sao mấy ft kia sài ko đc vậy lưu ko đc lun,2,0,Instagram,clean
83350,83350,dùng thích nha,5,1,Instagram,clean
83352,83352,hơi tốn pin,1,0,Instagram,clean
83353,83353,ko sài được,1,0,Instagram,clean
83356,83356,tại sao có nhiều hiệu ứng không xài được vậy,4,0,Instagram,clean
83357,83357,chụp rất ăn hình,5,0,Instagram,clean
83361,83361,trất tốt,5,0,Instagram,clean
83364,83364,ứng dụng này tôi rất thích,5,0,Instagram,clean
83366,83366,chỗ chèn ft đâu .,3,0,Instagram,clean
83370,83370,đăng story hình mờ căm,1,0,Instagram,clean
83372,83372,này chụp hình đẹp,5,0,Instagram,clean
83374,83374,ko hiểu sao cứ bị lỗi tải lại vẫn ko dùng đc,1,0,Instagram,clean
83376,83376,tư ghê gớm,4,0,Instagram,clean
83377,83377,chưa đc ổn lắm,4,0,Instagram,clean
83379,83379,rất nét và đẹp,5,0,Instagram,clean
83381,83381,mong khắc phục lại màn hình chụp là nó mờ,4,0,Instagram,clean
83382,83382,íntagram sài rất tốt,5,0,Instagram,clean
83383,83383,khong hay khong hay,1,1,Instagram,clean
83384,83384,chụp ảnh cực đã,4,0,Instagram,clean
83386,83386,rất hay và nhiều điều thú vị nhung mong nhà sản xuất ra nhiều fiter hơn,4,0,Instagram,clean
83387,83387,đẳng cấp đấy,5,0,Instagram,clean
83389,83389,sao nó ko có phần âm nhạc để đăng str thế nhỉ,2,0,Instagram,clean
83390,83390,chụp hìh rất là đẹp,5,0,Instagram,clean
83393,83393,nguyễn thị thu hiền,5,0,Instagram,clean
83399,83399,ứng dụng rất nhưng muốn thành tiếng việt,4,0,Instagram,clean
83400,83400,chụp ảnh siêu đẹp nhiều filter 10,5,0,Instagram,clean
83401,83401,rất tốt toàn hình đẹp,5,0,Instagram,clean
83403,83403,ap này có nhiều ap đẹp rất hay,4,0,Instagram,clean
83404,83404,có khi ft ko hiện,5,0,Instagram,clean
83408,83408,rất thích rất ok ứng dụng này nhé mọi người .,5,0,Instagram,clean
83409,83409,trải nghiệm trên instagram rất tốt thích hơn nữa là có thể chụp hình được nữa cho nên rất rất thích,4,0,Instagram,clean
83411,83411,ko tốt tí nào,1,0,Instagram,clean
83416,83416,mình dùng cũng ok,5,0,Instagram,clean
83417,83417,toi rat thich ap nay,5,0,Instagram,clean
83418,83418,áp sài rất là ok chụp hình rất là đẹp,5,0,Instagram,clean
83420,83420,đăng cái tin mà cả tiếng chưa xong,1,0,Instagram,clean
83422,83422,nó chỉ có chức năng chụp hình và đăng video,5,0,Instagram,clean
83423,83423,tôi thấy ứng dung rất tốt,5,0,Instagram,clean
83425,83425,vừa chuyển sang vsmart dùng lỗi quá trời nhất là story với highlight í,3,0,Instagram,clean
83427,83427,hơi mờ nha nhưng mà đẹp,5,1,Instagram,clean
83432,83432,ứng dụng này xày rất ok chụp hình đẹp lắm các bạn nên tải thử một lần đối với bạn nào thích chụp hình thì hãy tải ứng dụng này về nhé,5,0,Instagram,clean
83437,83437,tôi rất thik ứng dụng n,5,0,Instagram,clean
83438,83438,cái này chán hay tí nào,1,1,Instagram,clean
83441,83441,sao tui ko tải dc,5,0,Instagram,clean
83443,83443,cực kỳ tốt những ft xinh cực,5,0,Instagram,clean
83444,83444,nó không đăng nhập được,1,0,Instagram,clean
83446,83446,ứng dụng tốt3,5,4,Instagram,clean
83447,83447,tui ko tải đc,5,0,Instagram,clean
83451,83451,hơi phèn,5,0,Instagram,clean
83452,83452,nhiều hình hơi trẻ con,5,0,Instagram,clean
83453,83453,cái này chụp hình đẹp lắm luôn á,5,0,Instagram,clean
83454,83454,ủa sao không chỉnh được ảnh vậy,1,1,Instagram,clean
83457,83457,tại sao chụp hình lại không hiện hiệu ứng,1,0,Instagram,clean
83459,83459,chụp hình okê lúm,5,0,Instagram,clean
83460,83460,kì quá ko nhập đc,5,0,Instagram,clean
83461,83461,ứng dụng đứng,1,0,Instagram,clean
83462,83462,thích xài nma hay lag,4,0,Instagram,clean
83467,83467,tui khôbh vô được là sao,1,0,Instagram,clean
83468,83468,cái này tôi thấy tuyệt vời,5,0,Instagram,clean
83469,83469,đăng nhập dù đúng mkhau nhưng vẫn không đăng nhập được,1,0,Instagram,clean
83472,83472,cfr là một xé áo nỉ hết có,4,0,Instagram,clean
83473,83473,tôi không thể chèn filter được,4,0,Instagram,clean
83474,83474,hơi lang ạ,3,0,Instagram,clean
83478,83478,chụp đẹp ghê,5,0,Instagram,clean
83479,83479,rat hay va co ca nhung fito chup hinh dep nua,5,0,Instagram,clean
83480,83480,rất tốt ảnh rất đẹp,5,0,Instagram,clean
83481,83481,rất tốt nhưng tôi không chụp được nhiều hình,4,0,Instagram,clean
83483,83483,ko có mẫu nào mới hơn cứ là mẫu củ chán,1,0,Instagram,clean
83484,83484,ứng dụng này phù hợp với tôi,5,0,Instagram,clean
83487,83487,được sử dụng rất tốt,5,0,Instagram,clean
83490,83490,chup rât đep tuy hơi đơ,4,0,Instagram,clean
83491,83491,rất tuyệt vời filter rất đẹp,5,0,Instagram,clean
83492,83492,tải vừa lâu vừa chụp ảnh còn lác lác nữa,1,0,Instagram,clean
83494,83494,ap rất hay có thể chụp ảnh và vay video mọi người nên tải về dùng thử xem sao nhé,5,0,Instagram,clean
83495,83495,dùng thik lắm,5,0,Instagram,clean
83496,83496,chụp hình wá đẹp,5,0,Instagram,clean
83497,83497,vui mà còn đẹp và tự tinh hơn,5,0,Instagram,clean
83498,83498,lỗi đăng nhập ko biết sao luôn,1,0,Instagram,clean
83499,83499,tui thấy nó rất hay3,5,0,Instagram,clean
83500,83500,mn tải về có thể live,5,0,Instagram,clean
83504,83504,hơi lag nên cho ba sao ok ko ai làm gì được kao,3,0,Instagram,clean
83506,83506,quá là đỉnh đó mà,5,0,Instagram,clean
83508,83508,chụp ảnh xinh lắm luôn,5,0,Instagram,clean
83510,83510,sao kh đăng nhập đc nhỉ .,1,0,Instagram,clean
83511,83511,chup dep hay,1,0,Instagram,clean
83515,83515,ứng dụng rất hay tym tym,5,0,Instagram,clean
83516,83516,chụp đẹp nhưng không mỡ được,5,0,Instagram,clean
83520,83520,nó rât hay,5,0,Instagram,clean
83522,83522,đc nhưng cx ko thik,1,0,Instagram,clean
83524,83524,tôi thấy rất tuyệt vì chụp hình đẹp mà con giao lưu cùng bạn bè nữa,5,0,Instagram,clean
83525,83525,dùng ok lắm,5,0,Instagram,clean
83526,83526,tốt rất xuất sắc,5,0,Instagram,clean
83528,83528,hay nha còn chụp hình đẹp lém,5,0,Instagram,clean
83529,83529,rất là tốt đẹp lắm,5,0,Instagram,clean
83531,83531,ko đăng nhập đc với lại lag,3,0,Instagram,clean
83536,83536,khá là oki,5,0,Instagram,clean
83537,83537,tôi đăng nhập đúng mật khẩu nhưng ko vô được nó cứ gi là sai mật khẩu mông nhà sản xuất kiểm tra lại,1,1,Instagram,clean
83539,83539,rất vui đẹp,5,0,Instagram,clean
83540,83540,cũng đẹp fite đẹp mà thêm mấy cái dễ thương,4,0,Instagram,clean
83541,83541,mình chục ảnh bằng cap này mình cảm thấy rất là đk,5,0,Instagram,clean
83542,83542,không chỉnh ảnh được,1,1,Instagram,clean
83543,83543,hay nhưng có khi bị mất filter nha,5,0,Instagram,clean
83546,83546,đc chưa,5,0,Instagram,clean
83547,83547,cáy này chục ảnh rất đẹp,5,0,Instagram,clean
83548,83548,cài đặt lâu quá dị .,2,0,Instagram,clean
83551,83551,dụng không mượt phế vận,4,0,Instagram,clean
83555,83555,5 hay chụp cực kì đệp,5,0,Instagram,clean
83556,83556,chụp hình rất rất đẹp,5,0,Instagram,clean
83558,83558,nhiều hình đẹp và dễ thương,1,1,Instagram,clean
83559,83559,tôi đăng nhập vào ko được nên tôi ko chơi nữa,4,0,Instagram,clean
83563,83563,tải ko đc tức quá,1,0,Instagram,clean
83564,83564,mong nhà sản xuất sửa lỗi ko thêm được tin vào phần nổi bật và tin trong phần lưu trữ ko hiện lên mặc dù ko hề xóa,5,29,Instagram,clean
83566,83566,filters xink vực lun id,5,0,Instagram,clean
83567,83567,đẹp lém,5,0,Instagram,clean
83568,83568,trải nghiệm thú vị .,5,0,Instagram,clean
83569,83569,cập nhật xong lỗi quá,1,1,Instagram,clean
83571,83571,rất đẹp luôn nha mn,5,0,Instagram,clean
83573,83573,sao không đăng nhập được,1,2,Instagram,clean
83575,83575,tôi ko thik ứng dụng này,1,0,Instagram,clean
83576,83576,nhưng chụp ảnh hơi khó,4,0,Instagram,clean
83578,83578,chụp ảnh hơi bị đỉnh,5,0,Instagram,clean
83579,83579,đẹp lắm luôn,5,0,Instagram,clean
83580,83580,máy ngày nay đăng nhập cứ thoát ra bực bội,1,0,Instagram,clean
83581,83581,ứng dụng hay và chụp đẹp nhé mn nên tải,5,0,Instagram,clean
83582,83582,hình ảnh siêu đỉnh,5,0,Instagram,clean
83584,83584,không hiện filters,1,1,Instagram,clean
83585,83585,ứng dụng tốt ko lag,5,0,Instagram,clean
83586,83586,ko đăng nhập vô đc quá bất công,1,0,Instagram,clean
83591,83591,lúc tôi tải về và mở ra thì toàn giấy trắng tinh,3,0,Instagram,clean
83593,83593,rất tốt luôn nha mn thử tải jk,5,0,Instagram,clean
83594,83594,rất hay và chụp dc nhưng bức ảnh cực phẩm nhưng tìm fito hơi khó,5,0,Instagram,clean
83595,83595,chụp ảnh khá đẹp ứng dụng tốt,5,0,Instagram,clean
83598,83598,rất hay và ngon nha,5,0,Instagram,clean
83599,83599,chụt hình siu đẹp,5,0,Instagram,clean
83600,83600,ứng dụng tất tốt làm tôi thư giản hơn,5,0,Instagram,clean
83601,83601,có nhiều filter kiếm ko đc,5,0,Instagram,clean
83602,83602,đăng nhập rất khó khăn mong nhà sản xuất chỉnh lại,3,0,Instagram,clean
83603,83603,anh đẹp lắm nha mn,5,0,Instagram,clean
83606,83606,nó cứ bị đăng suất,4,0,Instagram,clean
83608,83608,cái ứng dụng này đồ họa rất đẹp ạ,5,0,Instagram,clean
83610,83610,nó khiến tôi mãi mê chụp ảnh vì cái hình nó rất là đẹp,5,0,Instagram,clean
83612,83612,ai mà mới sử dụng điện thoại mà đăng nhập cái này chắc bí,5,0,Instagram,clean
83613,83613,zui ze lên ik,5,0,Instagram,clean
83614,83614,nó dất giay,5,0,Instagram,clean
83618,83618,thích lắm nè .,5,0,Instagram,clean
83620,83620,có nhiều ft ko vào đc,3,0,Instagram,clean
83621,83621,cái này chụm rất đẹp,5,0,Instagram,clean
83623,83623,lỗi liên tục nhưng không thấy khắc phục,1,0,Instagram,clean
83627,83627,đẹp xuất sắc,5,0,Instagram,clean
83628,83628,ko quay được video rất là cáu lun nha,2,0,Instagram,clean
83629,83629,nông thi bé lam 5a gh,2,0,Instagram,clean
83630,83630,mình đăng nhập nó cứ bị lỗi í,5,0,Instagram,clean
83632,83632,chụp hẹn giờ cũng không đc hay bị mất filter,2,0,Instagram,clean
83633,83633,sao không hiện thị hiệu ứng vậy hiệu ứng cứ quay tròn là sao,5,0,Instagram,clean
83641,83641,màu đẹp,5,1,Instagram,clean
83642,83642,nó rất là tốt tôi thích nó,5,0,Instagram,clean
83649,83649,rất hay nhưng tôi đã lưu ảnh rồi mà vẫn ko hiện ảnh trong máy ảnh,3,0,Instagram,clean
83650,83650,mình khá hài lòng,5,0,Instagram,clean
83651,83651,đẹp lặm nha,5,0,Instagram,clean
83655,83655,chụp hình đẹp tạo nét,5,0,Instagram,clean
83656,83656,tôi đặt tên nó cứ báo là ko hợp lệ hoặc tên đã có người đặt tên đó rồi,4,0,Instagram,clean
83659,83659,dùng ngon hơi lack,5,0,Instagram,clean
83660,83660,ft đẹp chụp hình rất sắc nét và đẹp,5,0,Instagram,clean
83663,83663,không đăng được story có nhạc,1,0,Instagram,clean
83664,83664,chụt khá đẹp đấy,5,0,Instagram,clean
83667,83667,chục ảnh đẹp màu sáng có nhiều thứ trang trí,5,0,Instagram,clean
83669,83669,cai dat chan a,1,1,Instagram,clean
83672,83672,sao nó cứ không thể tải được hiệu ứng ft nào cũng không tải được mong nhà sản xuất khắc phục hộ ạ,1,0,Instagram,clean
83674,83674,xịn quá,5,0,Instagram,clean
83675,83675,nó rất tốt,5,0,Instagram,clean
83677,83677,con cai toi rat thich,5,0,Instagram,clean
83678,83678,thích quá nhưng nặng mấy quá,4,0,Instagram,clean
83680,83680,ảnh chụp rất là đẹp,4,0,Instagram,clean
83682,83682,nhiều file đẹp sống ảo,3,0,Instagram,clean
83683,83683,rất hay nhưng hơi lag nha,3,0,Instagram,clean
83685,83685,ap đẹp,5,0,Instagram,clean
83687,83687,không có chỗ tìm filter mong nhà sản xuất sửa lỗi,1,0,Instagram,clean
